:Player:Pos:FG%:3P%:2P%:FT%:ORB:DRB:TRB:AST:STL:BLK:TOV:PTS:ORtg:DRtg:3PAr:BPM:DBPM:DRB%:DWS:FTr:OBPM:ORB%:OWS:PER:STL%:TOV%:TRB%:TS%:USG%:VORP:WS:WS/48:HEIGHT:WEIGHT:Cluster:Salaries
52:Reggie Bullock:2:0.412:0.377:0.483:0.859:0.6:3.9:4.5:3.3:1.0:0.3:1.7:18.4:111.0:113.0:0.662:-0.9:-1.0:8.8:1.4:0.143:0.1:1.2:1.6:10.5:1.0:9.3:4.9:0.563:15.8:0.5:3.1:0.078:200.7:205.0:3:4000000
53:Trey Burke:1:0.431:0.352:0.463:0.831:1.2:3.0:4.3:6.8:1.4:0.3:2.1:27.1:110.0:116.0:0.29:-2.5:-3.2:6.7:0.5:0.226:0.7:2.6:1.4:16.5:1.4:7.5:4.6:0.524:24.8:-0.1:1.9:0.081:185.4:175.0:0:2028594
54:Alec Burks:2:0.405:0.363:0.428:0.823:1.1:7.3:8.4:4.6:1.4:0.7:2.3:20.0:106.0:114.0:0.354:-2.2:-0.6:17.0:0.8:0.297:-1.5:2.3:0.7:12.7:1.4:10.8:9.4:0.523:19.0:-0.1:1.5:0.052:198.1:214.0:6:2320044
55:Deonte Burton:2:0.402:0.296:0.455:0.667:0.8:4.7:5.4:1.8:1.2:1.6:1.8:15.9:94.0:109.0:0.329:-6.3:-0.6:10.7:0.3:0.146:-5.6:1.7:-0.2:7.0:1.2:9.3:6.0:0.47:16.3:-0.3:0.1:0.027:195.6:245.0:2:1416852
56:Jimmy Butler:3:0.462:0.347:0.494:0.855:2.6:4.8:7.4:5.7:2.7:0.8:2.1:26.3:121.0:110.0:0.213:3.2:0.6:10.5:2.5:0.404:2.6:6.0:5.4:20.2:2.7:8.2:8.3:0.571:22.3:2.9:7.9:0.173:203.2:232.0:4:32742000
57:Bruno Caboclo:3:0.427:0.369:0.505:0.84:2.6:7.2:9.8:3.1:0.9:2.1:2.4:17.5:109.0:109.0:0.578:0.2:1.2:16.5:0.9:0.222:-1.0:5.8:0.6:12.4:0.9:13.3:11.1:0.571:15.9:0.4:1.5:0.09:205.7:218.0:6:1845301
58:Kentavious Caldwell-Pope:2:0.43:0.347:0.542:0.867:1.1:4.3:5.4:2.5:1.7:0.3:1.5:21.4:113.0:112.0:0.575:-0.6:-1.2:9.4:1.8:0.209:0.6:2.5:2.3:12.9:1.7:7.3:6.0:0.568:18.1:0.7:4.0:0.095:195.6:205.0:3:8089282
59:Clint Capela:5:0.648:0.0:0.648:0.636:6.5:12.0:18.5:2.1:1.0:2.2:2.1:24.3:133.0:108.0:0.0:2.9:1.6:27.6:3.0:0.357:1.3:14.4:7.8:23.8:1.0:10.0:20.8:0.658:18.2:2.8:10.8:0.23:208.3:240.0:4:16456522
60:DeMarre Carroll:4:0.395:0.342:0.457:0.76:1.9:7.9:9.8:2.4:0.9:0.3:2.0:20.8:110.0:111.0:0.539:-1.7:-0.7:17.3:1.6:0.421:-1.0:4.2:1.5:12.1:0.9:9.7:10.8:0.546:18.6:0.1:3.1:0.088:203.2:215.0:6:7000000
61:Jevon Carter:1:0.303:0.333:0.265:0.813:1.2:4.5:5.7:5.9:2.2:0.9:2.8:14.8:90.0:109.0:0.551:-4.0:-0.1:10.3:0.7:0.173:-3.8:2.7:-0.7:7.8:2.2:14.2:6.4:0.432:18.0:-0.3:0.0:-0.003:188.0:196.0:5:1416852
62:Vince Carter:4:0.419:0.389:0.48:0.712:1.1:5.7:6.7:3.0:1.5:0.9:1.7:19.5:112.0:115.0:0.675:-1.6:-1.4:13.2:0.7:0.141:-0.2:2.4:1.2:11.8:1.5:8.8:7.7:0.565:16.7:0.1:1.9:0.07:198.1:220.0:6:2564753
63:Michael Carter-Williams:1:0.374:0.263:0.424:0.604:2.5:6.7:9.2:9.2:2.6:2.0:2.6:17.6:106.0:106.0:0.309:0.0:2.0:15.0:0.6:0.431:-2.0:5.4:0.2:14.7:2.6:12.0:10.1:0.458:19.4:0.2:0.8:0.099:198.1:190.0:0:2028594
64:Alex Caruso:1:0.445:0.48:0.431:0.797:1.8:4.1:5.9:6.7:2.1:0.8:3.7:20.1:109.0:110.0:0.289:-0.9:0.0:9.0:0.6:0.37:-0.9:4.0:0.5:13.9:2.1:17.3:6.5:0.569:19.0:0.2:1.0:0.093:195.6:186.0:0:2750000
65:Willie Cauley-Stein:5:0.556:0.5:0.556:0.551:3.8:10.5:14.3:4.1:2.0:1.1:1.8:20.3:118.0:108.0:0.003:2.0:2.2:23.7:2.9:0.343:-0.2:8.2:3.8:18.0:2.0:9.0:15.8:0.566:17.5:2.3:6.7:0.146:213.4:240.0:4:2177483
66:Tyson Chandler:5:0.616:0.0:0.622:0.586:4.9:11.5:16.4:2.0:1.1:1.2:2.2:9.2:120.0:108.0:0.01:-1.3:1.8:25.3:1.2:0.879:-3.1:11.1:0.9:11.2:1.1:23.4:18.3:0.63:8.5:0.2:2.1:0.114:215.9:240.0:4:2564753
67:Wilson Chandler:4:0.418:0.373:0.478:0.72:1.9:6.7:8.6:3.3:1.0:0.8:1.8:12.2:107.0:112.0:0.579:-1.0:0.3:14.6:1.0:0.092:-1.3:4.4:0.5:8.5:1.0:13.9:9.7:0.537:11.8:0.3:1.5:0.062:205.7:225.0:6:2564753
68:Marquese Chriss:4:0.372:0.222:0.472:0.711:4.0:10.1:14.1:2.2:1.7:1.1:3.6:18.1:92.0:113.0:0.4:-6.2:-1.4:23.6:0.4:0.25:-4.8:8.6:-0.6:9.2:1.7:15.3:15.8:0.455:20.6:-0.5:-0.2:-0.023:208.3:240.0:2:1678854
69:Gary Clark:4:0.331:0.297:0.692:1.0:1.8:7.0:8.9:1.4:1.5:2.0:0.5:11.3:108.0:110.0:0.914:-1.8:0.6:16.2:0.7:0.046:-2.4:4.1:0.3:9.2:1.5:4.3:10.0:0.48:10.9:0.0:1.0:0.071:203.2:225.0:6:1416852
70:Jordan Clarkson:2:0.448:0.324:0.524:0.844:1.8:4.2:6.1:4.4:1.3:0.3:3.0:30.6:107.0:119.0:0.377:-2.0:-3.5:9.9:-0.1:0.163:1.5:3.9:1.9:16.8:1.3:9.6:6.8:0.539:27.6:0.0:1.8:0.039:195.6:194.0:3:13437500
71:John Collins:4:0.56:0.348:0.609:0.763:5.5:9.5:15.0:3.1:0.6:1.0:3.0:30.0:122.0:115.0:0.19:1.4:-1.2:22.1:1.0:0.32:2.6:12.3:5.0:21.8:0.6:11.2:17.1:0.627:23.7:1.6:6.0:0.158:208.3:235.0:4:2686560
72:Zach Collins:5:0.473:0.331:0.534:0.746:3.9:7.7:11.6:2.5:0.9:2.4:2.8:18.3:112.0:110.0:0.303:0.1:1.0:16.5:1.5:0.315:-0.9:8.8:1.4:13.5:0.9:14.5:12.7:0.562:16.6:0.7:2.9:0.104:213.4:235.0:4:4240200
73:Mike Conley:1:0.438:0.364:0.483:0.845:0.8:4.2:5.1:9.5:2.0:0.5:2.8:31.4:117.0:111.0:0.38:3.4:-1.3:9.7:2.3:0.363:4.8:1.9:5.7:21.4:2.0:9.1:5.7:0.569:27.3:3.2:8.0:0.164:185.4:175.0:0:32511623
74:Pat Connaughton:2:0.466:0.33:0.647:0.725:2.2:7.3:9.5:4.5:1.2:0.9:1.2:15.5:122.0:107.0:0.571:1.6:1.2:15.0:1.9:0.114:0.4:5.2:2.0:13.6:1.2:8.2:10.4:0.573:13.3:1.2:3.9:0.149:193.0:209.0:3:1723050
75:Quinn Cook:1:0.465:0.405:0.515:0.769:1.0:6.1:7.1:5.2:0.9:0.1:2.2:22.9:110.0:113.0:0.456:-2.9:-2.7:13.0:0.8:0.059:-0.2:2.3:1.0:13.1:0.9:10.0:7.9:0.565:20.2:-0.2:1.8:0.082:188.0:179.0:0:3000000
76:DeMarcus Cousins:5:0.48:0.274:0.551:0.736:2.7:12.6:15.2:6.6:2.5:2.7:4.4:30.1:109.0:102.0:0.256:3.6:3.4:27.0:1.5:0.388:0.2:6.2:0.9:21.4:2.5:14.2:17.1:0.562:28.1:1.1:2.4:0.151:210.8:270.0:1:3500000
